corpus,beam_rank,field,new_value,historical_value,abs_diff,matches
Canterbury Tales,4,rmse,0.1708961208533756,0.1708961208533756,0.0,True
Canterbury Tales,4,expression,"sub[div[x,1],pow[x,x]]","sub[div[x,1],pow[x,x]]",,True
Canterbury Tales,4,expression_display,"((x/1)-pow(x,x))","((x/1)-pow(x,x))",,True
Canterbury Tales,4,winner_family,other,other,,True
Canterbury Tales,4,uses_new_operator,False,False,,True
Canterbury Tales,5,rmse,0.17093623968880178,0.17093623968880178,0.0,True
Canterbury Tales,5,expression,"sub[sub[x,1],log[x]]","sub[sub[x,1],log[x]]",,True
Canterbury Tales,5,expression_display,(x - 1) - log(x),(x - 1) - log(x),,True
Canterbury Tales,5,winner_family,is,is,,True
Canterbury Tales,5,uses_new_operator,False,False,,True
Canterbury Tales,6,rmse,0.17113704626276577,0.17113704626276577,0.0,True
Canterbury Tales,6,expression,"add[neg[x],pow[x,x]]","add[neg[x],pow[x,x]]",,True
Canterbury Tales,6,expression_display,"((-x)+pow(x,x))","((-x)+pow(x,x))",,True
Canterbury Tales,6,winner_family,other,other,,True
Canterbury Tales,6,uses_new_operator,False,False,,True
Canterbury Tales,7,rmse,0.17155766787686438,0.17155766787686438,0.0,True
Canterbury Tales,7,expression,"add[sub[1,x],log[x]]","add[sub[1,x],log[x]]",,True
Canterbury Tales,7,expression_display,((1-x)+log(x)),((1-x)+log(x)),,True
Canterbury Tales,7,winner_family,other,other,,True
Canterbury Tales,7,uses_new_operator,False,False,,True
Canterbury Tales,8,rmse,0.1723299287007539,0.1723299287007539,0.0,True
Canterbury Tales,8,expression,"mul[sub[1,x],sub[x,1]]","mul[sub[1,x],sub[x,1]]",,True
Canterbury Tales,8,expression_display,((1-x)*(x-1)),((1-x)*(x-1)),,True
Canterbury Tales,8,winner_family,other,other,,True
Canterbury Tales,8,uses_new_operator,False,False,,True
Canterbury Tales,9,rmse,0.1723643623551438,0.1723643623551438,0.0,True
Canterbury Tales,9,expression,"div[sub[1,x],eml[1,x]]","div[sub[1,x],eml[1,x]]",,True
Canterbury Tales,9,expression_display,"((1-x)/EML(1,x))","((1-x)/EML(1,x))",,True
Canterbury Tales,9,winner_family,other,other,,True
Canterbury Tales,9,uses_new_operator,False,False,,True
Canterbury Tales,10,rmse,0.1725431229353729,0.1725431229353729,0.0,True
Canterbury Tales,10,expression,"div[sub[x,1],eml[1,x]]","div[sub[x,1],eml[1,x]]",,True
Canterbury Tales,10,expression_display,"((x-1)/EML(1,x))","((x-1)/EML(1,x))",,True
Canterbury Tales,10,winner_family,other,other,,True
Canterbury Tales,10,uses_new_operator,False,False,,True
Collected Poe,1,rmse,0.17464893963749728,0.17464893963749728,0.0,True
Collected Poe,1,expression,"eml[sub[x,1],eml[x,1]]","eml[sub[x,1],eml[x,1]]",,True
Collected Poe,1,expression_display,exp(x - 1) - x,exp(x - 1) - x,,True
Collected Poe,1,winner_family,exp,exp,,True
Collected Poe,1,uses_new_operator,False,False,,True
Collected Poe,2,rmse,0.17545087325392908,0.17545087325392908,0.0,True
Collected Poe,2,expression,"sub[sqrt[x],pow[x,x]]","sub[sqrt[x],pow[x,x]]",,True
Collected Poe,2,expression_display,"(sqrt(x)-pow(x,x))","(sqrt(x)-pow(x,x))",,True
Collected Poe,2,winner_family,other,other,,True
Collected Poe,2,uses_new_operator,False,False,,True
Collected Poe,3,rmse,0.17722592930767092,0.17722592930767092,0.0,True
Collected Poe,3,expression,"sub[div[x,1],pow[x,x]]","sub[div[x,1],pow[x,x]]",,True
Collected Poe,3,expression_display,"((x/1)-pow(x,x))","((x/1)-pow(x,x))",,True
Collected Poe,3,winner_family,other,other,,True
Collected Poe,3,uses_new_operator,False,False,,True
Collected Poe,4,rmse,0.17780968721161927,0.17780968721161927,0.0,True
Collected Poe,4,expression,"sub[pow[x,x],sqrt[x]]","sub[pow[x,x],sqrt[x]]",,True
Collected Poe,4,expression_display,x^x - sqrt(x),x^x - sqrt(x),,True
Collected Poe,4,winner_family,xpow,xpow,,True
Collected Poe,4,uses_new_operator,False,False,,True
Collected Poe,5,rmse,0.17879414959358172,0.17879414959358172,0.0,True
Collected Poe,5,expression,"div[sub[1,x],eml[1,x]]","div[sub[1,x],eml[1,x]]",,True
Collected Poe,5,expression_display,"((1-x)/EML(1,x))","((1-x)/EML(1,x))",,True
Collected Poe,5,winner_family,other,other,,True
Collected Poe,5,uses_new_operator,False,False,,True
Collected Poe,6,rmse,0.17884344032060043,0.17884344032060043,0.0,True
Collected Poe,6,expression,"mul[sub[1,x],sub[x,1]]","mul[sub[1,x],sub[x,1]]",,True
Collected Poe,6,expression_display,((1-x)*(x-1)),((1-x)*(x-1)),,True
Collected Poe,6,winner_family,other,other,,True
Collected Poe,6,uses_new_operator,False,False,,True
Collected Poe,7,rmse,0.17903141876702783,0.17903141876702783,0.0,True
Collected Poe,7,expression,"add[sub[1,x],log[x]]","add[sub[1,x],log[x]]",,True
Collected Poe,7,expression_display,((1-x)+log(x)),((1-x)+log(x)),,True
Collected Poe,7,winner_family,other,other,,True
Collected Poe,7,uses_new_operator,False,False,,True
Collected Poe,8,rmse,0.17911421443607753,0.17911421443607753,0.0,True
Collected Poe,8,expression,"add[neg[x],pow[x,x]]","add[neg[x],pow[x,x]]",,True
Collected Poe,8,expression_display,"((-x)+pow(x,x))","((-x)+pow(x,x))",,True
Collected Poe,8,winner_family,other,other,,True
Collected Poe,8,uses_new_operator,False,False,,True
Collected Poe,9,rmse,0.17926465042934145,0.17926465042934145,0.0,True
Collected Poe,9,expression,"div[sub[x,1],eml[1,x]]","div[sub[x,1],eml[1,x]]",,True
Collected Poe,9,expression_display,"((x-1)/EML(1,x))","((x-1)/EML(1,x))",,True
Collected Poe,9,winner_family,other,other,,True
Collected Poe,9,uses_new_operator,False,False,,True
Collected Poe,10,rmse,0.17929969444976834,0.17929969444976834,0.0,True
Collected Poe,10,expression,"sub[sub[x,1],log[x]]","sub[sub[x,1],log[x]]",,True
Collected Poe,10,expression_display,(x - 1) - log(x),(x - 1) - log(x),,True
Collected Poe,10,winner_family,is,is,,True
Collected Poe,10,uses_new_operator,False,False,,True
Complete Sherlock Holmes,1,rmse,0.1692196987389226,0.1692196987389226,0.0,True
Complete Sherlock Holmes,1,expression,"eml[sub[x,1],eml[x,1]]","eml[sub[x,1],eml[x,1]]",,True
Complete Sherlock Holmes,1,expression_display,exp(x - 1) - x,exp(x - 1) - x,,True
Complete Sherlock Holmes,1,winner_family,exp,exp,,True
Complete Sherlock Holmes,1,uses_new_operator,False,False,,True
Complete Sherlock Holmes,2,rmse,0.1710875766139428,0.1710875766139428,0.0,True
Complete Sherlock Holmes,2,expression,"sub[sqrt[x],pow[x,x]]","sub[sqrt[x],pow[x,x]]",,True
Complete Sherlock Holmes,2,expression_display,"(sqrt(x)-pow(x,x))","(sqrt(x)-pow(x,x))",,True
Complete Sherlock Holmes,2,winner_family,other,other,,True
Complete Sherlock Holmes,2,uses_new_operator,False,False,,True
Complete Sherlock Holmes,3,rmse,0.1720915784289525,0.1720915784289525,0.0,True
Complete Sherlock Holmes,3,expression,"sub[pow[x,x],sqrt[x]]","sub[pow[x,x],sqrt[x]]",,True
Complete Sherlock Holmes,3,expression_display,x^x - sqrt(x),x^x - sqrt(x),,True
Complete Sherlock Holmes,3,winner_family,xpow,xpow,,True
Complete Sherlock Holmes,3,uses_new_operator,False,False,,True
Complete Sherlock Holmes,4,rmse,0.1731020971045488,0.1731020971045488,0.0,True
Complete Sherlock Holmes,4,expression,"sub[div[x,1],pow[x,x]]","sub[div[x,1],pow[x,x]]",,True
Complete Sherlock Holmes,4,expression_display,"((x/1)-pow(x,x))","((x/1)-pow(x,x))",,True
Complete Sherlock Holmes,4,winner_family,other,other,,True
Complete Sherlock Holmes,4,uses_new_operator,False,False,,True
Complete Sherlock Holmes,5,rmse,0.1738734416273575,0.1738734416273575,0.0,True
Complete Sherlock Holmes,5,expression,"add[neg[x],pow[x,x]]","add[neg[x],pow[x,x]]",,True
Complete Sherlock Holmes,5,expression_display,"((-x)+pow(x,x))","((-x)+pow(x,x))",,True
Complete Sherlock Holmes,5,winner_family,other,other,,True
Complete Sherlock Holmes,5,uses_new_operator,False,False,,True
Complete Sherlock Holmes,6,rmse,0.17403730451678676,0.17403730451678676,0.0,True
Complete Sherlock Holmes,6,expression,"div[sub[1,x],eml[1,x]]","div[sub[1,x],eml[1,x]]",,True
Complete Sherlock Holmes,6,expression_display,"((1-x)/EML(1,x))","((1-x)/EML(1,x))",,True
Complete Sherlock Holmes,6,winner_family,other,other,,True
Complete Sherlock Holmes,6,uses_new_operator,False,False,,True
Complete Sherlock Holmes,7,rmse,0.17430077958530202,0.17430077958530202,0.0,True
Complete Sherlock Holmes,7,expression,"div[sub[x,1],eml[1,x]]","div[sub[x,1],eml[1,x]]",,True
Complete Sherlock Holmes,7,expression_display,"((x-1)/EML(1,x))","((x-1)/EML(1,x))",,True
Complete Sherlock Holmes,7,winner_family,other,other,,True
Complete Sherlock Holmes,7,uses_new_operator,False,False,,True
Complete Sherlock Holmes,8,rmse,0.17451384855568502,0.17451384855568502,0.0,True
Complete Sherlock Holmes,8,expression,"sub[sub[x,1],log[x]]","sub[sub[x,1],log[x]]",,True
Complete Sherlock Holmes,8,expression_display,(x - 1) - log(x),(x - 1) - log(x),,True
Complete Sherlock Holmes,8,winner_family,is,is,,True
Complete Sherlock Holmes,8,uses_new_operator,False,False,,True
Complete Sherlock Holmes,9,rmse,0.17513341187820883,0.17513341187820883,0.0,True
Complete Sherlock Holmes,9,expression,"add[sub[1,x],log[x]]","add[sub[1,x],log[x]]",,True
Complete Sherlock Holmes,9,expression_display,((1-x)+log(x)),((1-x)+log(x)),,True
Complete Sherlock Holmes,9,winner_family,other,other,,True
Complete Sherlock Holmes,9,uses_new_operator,False,False,,True
Complete Sherlock Holmes,10,rmse,0.17514353623541226,0.17514353623541226,0.0,True
Complete Sherlock Holmes,10,expression,"mul[sub[1,x],sub[x,1]]","mul[sub[1,x],sub[x,1]]",,True
Complete Sherlock Holmes,10,expression_display,((1-x)*(x-1)),((1-x)*(x-1)),,True
Complete Sherlock Holmes,10,winner_family,other,other,,True
Complete Sherlock Holmes,10,uses_new_operator,False,False,,True
Complete Works of Shakespeare,1,rmse,0.18285154352815539,0.18285154352815539,0.0,True
Complete Works of Shakespeare,1,expression,"sub[sub[x,1],log[x]]","sub[sub[x,1],log[x]]",,True
Complete Works of Shakespeare,1,expression_display,(x - 1) - log(x),(x - 1) - log(x),,True
Complete Works of Shakespeare,1,winner_family,is,is,,True
Complete Works of Shakespeare,1,uses_new_operator,False,False,,True
Complete Works of Shakespeare,2,rmse,0.18461777340942814,0.18461777340942814,0.0,True
Complete Works of Shakespeare,2,expression,"eml[sub[x,1],eml[x,1]]","eml[sub[x,1],eml[x,1]]",,True
Complete Works of Shakespeare,2,expression_display,exp(x - 1) - x,exp(x - 1) - x,,True
Complete Works of Shakespeare,2,winner_family,exp,exp,,True
Complete Works of Shakespeare,2,uses_new_operator,False,False,,True
Complete Works of Shakespeare,3,rmse,0.18618029461475435,0.18618029461475435,0.0,True
Complete Works of Shakespeare,3,expression,"add[neg[x],pow[x,x]]","add[neg[x],pow[x,x]]",,True
Complete Works of Shakespeare,3,expression_display,"((-x)+pow(x,x))","((-x)+pow(x,x))",,True
Complete Works of Shakespeare,3,winner_family,other,other,,True
Complete Works of Shakespeare,3,uses_new_operator,False,False,,True
Complete Works of Shakespeare,4,rmse,0.1863648247937214,0.1863648247937214,0.0,True
Complete Works of Shakespeare,4,expression,"sub[pow[x,x],sqrt[x]]","sub[pow[x,x],sqrt[x]]",,True
Complete Works of Shakespeare,4,expression_display,x^x - sqrt(x),x^x - sqrt(x),,True
Complete Works of Shakespeare,4,winner_family,xpow,xpow,,True
Complete Works of Shakespeare,4,uses_new_operator,False,False,,True
Complete Works of Shakespeare,5,rmse,0.18705984191927655,0.18705984191927655,0.0,True
Complete Works of Shakespeare,5,expression,"mul[sub[1,x],sub[1,x]]","mul[sub[1,x],sub[1,x]]",,True
Complete Works of Shakespeare,5,expression_display,(1 - x)^2,(1 - x)^2,,True
Complete Works of Shakespeare,5,winner_family,euclidean,euclidean,,True
Complete Works of Shakespeare,5,uses_new_operator,False,False,,True
Complete Works of Shakespeare,6,rmse,0.18750264146230872,0.18750264146230872,0.0,True
Complete Works of Shakespeare,6,expression,"mul[sub[x,1],log[x]]","mul[sub[x,1],log[x]]",,True
Complete Works of Shakespeare,6,expression_display,((x-1)*log(x)),((x-1)*log(x)),,True
Complete Works of Shakespeare,6,winner_family,other,other,,True
Complete Works of Shakespeare,6,uses_new_operator,False,False,,True
Complete Works of Shakespeare,7,rmse,0.18906525781893654,0.18906525781893654,0.0,True
Complete Works of Shakespeare,7,expression,"div[sub[1,x],eml[1,x]]","div[sub[1,x],eml[1,x]]",,True
Complete Works of Shakespeare,7,expression_display,"((1-x)/EML(1,x))","((1-x)/EML(1,x))",,True
Complete Works of Shakespeare,7,winner_family,other,other,,True
Complete Works of Shakespeare,7,uses_new_operator,False,False,,True
Complete Works of Shakespeare,8,rmse,0.18918977817012575,0.18918977817012575,0.0,True
Complete Works of Shakespeare,8,expression,"sub[sqrt[x],pow[x,x]]","sub[sqrt[x],pow[x,x]]",,True
Complete Works of Shakespeare,8,expression_display,"(sqrt(x)-pow(x,x))","(sqrt(x)-pow(x,x))",,True
Complete Works of Shakespeare,8,winner_family,other,other,,True
Complete Works of Shakespeare,8,uses_new_operator,False,False,,True
Complete Works of Shakespeare,9,rmse,0.18985739752992065,0.18985739752992065,0.0,True
Complete Works of Shakespeare,9,expression,"sub[div[x,1],pow[x,x]]","sub[div[x,1],pow[x,x]]",,True
Complete Works of Shakespeare,9,expression_display,"((x/1)-pow(x,x))","((x/1)-pow(x,x))",,True
Complete Works of Shakespeare,9,winner_family,other,other,,True
Complete Works of Shakespeare,9,uses_new_operator,False,False,,True
Complete Works of Shakespeare,10,rmse,0.18994582370773802,0.18994582370773802,0.0,True
Complete Works of Shakespeare,10,expression,"div[sub[x,1],eml[1,x]]","div[sub[x,1],eml[1,x]]",,True
Complete Works of Shakespeare,10,expression_display,"((x-1)/EML(1,x))","((x-1)/EML(1,x))",,True
Complete Works of Shakespeare,10,winner_family,other,other,,True
Complete Works of Shakespeare,10,uses_new_operator,False,False,,True
Critique of Pure Reason,1,rmse,0.17647312549496663,0.17647312549496663,0.0,True
Critique of Pure Reason,1,expression,"eml[sub[x,1],eml[x,1]]","eml[sub[x,1],eml[x,1]]",,True
Critique of Pure Reason,1,expression_display,exp(x - 1) - x,exp(x - 1) - x,,True
Critique of Pure Reason,1,winner_family,exp,exp,,True
Critique of Pure Reason,1,uses_new_operator,False,False,,True
Critique of Pure Reason,2,rmse,0.17708956325481962,0.17708956325481962,0.0,True
Critique of Pure Reason,2,expression,"sub[sub[x,1],log[x]]","sub[sub[x,1],log[x]]",,True
Critique of Pure Reason,2,expression_display,(x - 1) - log(x),(x - 1) - log(x),,True
Critique of Pure Reason,2,winner_family,is,is,,True
Critique of Pure Reason,2,uses_new_operator,False,False,,True
Critique of Pure Reason,3,rmse,0.17747111204888652,0.17747111204888652,0.0,True
Critique of Pure Reason,3,expression,"sub[pow[x,x],sqrt[x]]","sub[pow[x,x],sqrt[x]]",,True
Critique of Pure Reason,3,expression_display,x^x - sqrt(x),x^x - sqrt(x),,True
Critique of Pure Reason,3,winner_family,xpow,xpow,,True
Critique of Pure Reason,3,uses_new_operator,False,False,,True
Critique of Pure Reason,4,rmse,0.179747369536625,0.179747369536625,0.0,True
Critique of Pure Reason,4,expression,"add[neg[x],pow[x,x]]","add[neg[x],pow[x,x]]",,True
Critique of Pure Reason,4,expression_display,"((-x)+pow(x,x))","((-x)+pow(x,x))",,True
Critique of Pure Reason,4,winner_family,other,other,,True
Critique of Pure Reason,4,uses_new_operator,False,False,,True
Critique of Pure Reason,5,rmse,0.18201439089620247,0.18201439089620247,0.0,True
Critique of Pure Reason,5,expression,"mul[sub[1,x],sub[1,x]]","mul[sub[1,x],sub[1,x]]",,True
Critique of Pure Reason,5,expression_display,(1 - x)^2,(1 - x)^2,,True
Critique of Pure Reason,5,winner_family,euclidean,euclidean,,True
Critique of Pure Reason,5,uses_new_operator,False,False,,True
Critique of Pure Reason,6,rmse,0.1822605807136197,0.1822605807136197,0.0,True
Critique of Pure Reason,6,expression,"sub[sqrt[x],pow[x,x]]","sub[sqrt[x],pow[x,x]]",,True
Critique of Pure Reason,6,expression_display,"(sqrt(x)-pow(x,x))","(sqrt(x)-pow(x,x))",,True
Critique of Pure Reason,6,winner_family,other,other,,True
Critique of Pure Reason,6,uses_new_operator,False,False,,True
Critique of Pure Reason,7,rmse,0.18236101984949582,0.18236101984949582,0.0,True
Critique of Pure Reason,7,expression,"div[sub[1,x],eml[1,x]]","div[sub[1,x],eml[1,x]]",,True
Critique of Pure Reason,7,expression_display,"((1-x)/EML(1,x))","((1-x)/EML(1,x))",,True
Critique of Pure Reason,7,winner_family,other,other,,True
Critique of Pure Reason,7,uses_new_operator,False,False,,True
Critique of Pure Reason,8,rmse,0.18255161761603136,0.18255161761603136,0.0,True
Critique of Pure Reason,8,expression,"div[sub[x,1],eml[1,x]]","div[sub[x,1],eml[1,x]]",,True
Critique of Pure Reason,8,expression_display,"((x-1)/EML(1,x))","((x-1)/EML(1,x))",,True
Critique of Pure Reason,8,winner_family,other,other,,True
Critique of Pure Reason,8,uses_new_operator,False,False,,True
Critique of Pure Reason,9,rmse,0.1842819395349757,0.1842819395349757,0.0,True
Critique of Pure Reason,9,expression,"sub[div[x,1],pow[x,x]]","sub[div[x,1],pow[x,x]]",,True
Critique of Pure Reason,9,expression_display,"((x/1)-pow(x,x))","((x/1)-pow(x,x))",,True
Critique of Pure Reason,9,winner_family,other,other,,True
Critique of Pure Reason,9,uses_new_operator,False,False,,True
Critique of Pure Reason,10,rmse,0.18658953364035624,0.18658953364035624,0.0,True
Critique of Pure Reason,10,expression,"div[sub[x,1],eml[x,x]]","div[sub[x,1],eml[x,x]]",,True
Critique of Pure Reason,10,expression_display,"((x-1)/EML(x,x))","((x-1)/EML(x,x))",,True
Critique of Pure Reason,10,winner_family,other,other,,True
Critique of Pure Reason,10,uses_new_operator,False,False,,True
Decline and Fall Vol 1,1,rmse,0.2058860211560133,0.2058860211560133,0.0,True
Decline and Fall Vol 1,1,expression,"sub[sub[x,1],log[x]]","sub[sub[x,1],log[x]]",,True
Decline and Fall Vol 1,1,expression_display,(x - 1) - log(x),(x - 1) - log(x),,True
Decline and Fall Vol 1,1,winner_family,is,is,,True
