slug,corpus,token_count,vocabulary_size,lambda_mech,test_avg_nll,test_loglike,train_step2_gain,train_step2_expression,heldout_step2_gain,heldout_step2_help,heldout_step2_expression,k,w,alpha_tail,beta_tail,transition_fraction,success,optimizer_message,canonical_source
don_quixote,Don Quixote,433304,15574,10.0,6.494444212551711,-563282.6298872476,-0.000526289718922629,"eml[sub[x,1],eml[x,1]]",0.374319501319472,True,"pow[mul[x,x],eml[1,x]]",70.36537380141343,1.1159685360074083,1.7748749942964532,1.8853883315020026,0.4406447199789583,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
don_quixote,Don Quixote,433304,15574,100.0,6.691530092846797,-580376.4795428813,0.014084147631280325,"sub[div[x,1],sqrt[x]]",0.3438199879944651,True,"pow[mul[x,x],eml[1,x]]",70.62345978792315,1.3078072807127124,1.7733176982770493,16.952897152327044,0.44102397537484433,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
pride_and_prejudice,Pride and Prejudice,128565,6729,0.01,6.334699665064615,-163815.33333857093,-0.0014574965133864193,"eml[sub[x,1],eml[x,1]]",0.4075358009757861,True,"pow[mul[x,x],eml[1,x]]",121.31025428025825,4.9995087869936885,1.753103893582824,96.30153950583427,0.5443898759016588,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
pride_and_prejudice,Pride and Prejudice,128565,6729,0.1,6.334735475946774,-163816.25940798357,-0.0014467850758133616,"eml[sub[x,1],eml[x,1]]",0.40811655080488773,True,"pow[mul[x,x],eml[1,x]]",117.45524681012816,4.9994533183658705,1.7540965556691346,96.51550600751344,0.5407260116056923,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
pride_and_prejudice,Pride and Prejudice,128565,6729,1.0,6.334759960929823,-163816.89258964523,-0.0014390524918285186,"eml[sub[x,1],eml[x,1]]",0.4085096540242029,True,"pow[mul[x,x],eml[1,x]]",114.82188470079052,4.999412825388092,1.7547251240037918,96.62112949422604,0.5381534207202903,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
pride_and_prejudice,Pride and Prejudice,128565,6729,10.0,6.644899149169561,-171837.09199752484,1.8097889693166296,"mul[mul[x,x],eml[x,1]]",2.0296701310963843,True,"pow[add[x,x],add[x,x]]",4999.999380121156,3.1733032012999445,5.999468045160316,0.0015960801378014366,0.96630557870198,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
pride_and_prejudice,Pride and Prejudice,128565,6729,100.0,6.35329388289429,-164296.17981164635,0.001443777831773435,"sub[sqrt[x],pow[x,x]]",0.42543972344173087,True,"pow[mul[x,x],eml[1,x]]",4999.999378560455,1.0008442875928028,5.9994943182000995,0.001596080137793927,0.9663055786665666,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
canterbury_tales,Canterbury Tales,281189,17653,0.01,6.804524656867,-385006.80961019173,0.0003776050460680691,"eml[sub[x,1],eml[x,1]]",0.4654297537028699,True,"pow[mul[x,x],eml[1,x]]",155.72904963136054,4.999434660571547,1.3790516613579922,9.94456121834959,0.5162381256193375,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
canterbury_tales,Canterbury Tales,281189,17653,0.1,6.804374136300444,-384998.2930060154,0.0003309387991146384,"eml[sub[x,1],eml[x,1]]",0.4647378494532266,True,"pow[mul[x,x],eml[1,x]]",156.7715590200698,4.999438830704367,1.3838434884316555,10.297690795381262,0.5169204349693277,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
canterbury_tales,Canterbury Tales,281189,17653,1.0,6.866652706126655,-388522.0767653523,0.4608551249616346,"sub[eml[x,1],add[1,x]]",0.9561965510838687,True,"mul[mul[x,x],add[x,x]]",4999.999379576358,2.779238960340823,5.999527607634161,0.0015960801377943312,0.8709978851163035,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
canterbury_tales,Canterbury Tales,281189,17653,10.0,6.8173069194150075,-385730.04280742054,0.010267874440062497,"mul[sub[1,x],mul[x,x]]",0.5365846319273717,True,"eml[mul[x,x],eml[1,x]]",2172.397233724181,2.1067663255644486,5.0484624543663035,0.7091771384389668,0.7857503739412226,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
canterbury_tales,Canterbury Tales,281189,17653,100.0,7.064356245166557,-399708.340707769,0.06951171684181973,"sub[sqrt[x],mul[x,x]]",0.6213751096379123,True,"eml[mul[x,x],eml[1,x]]",216.44489244716272,4.103139851266488,5.999663436187446,0.0012614247229001208,0.549905142014804,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
arabian_nights_vol1,Arabian Nights (Vol 1),176048,13883,0.01,6.685583959951384,-235065.13203189068,-0.0005820714423601936,"eml[sub[x,1],eml[x,1]]",0.535065530777627,True,"eml[mul[x,x],eml[1,x]]",135.0083705581321,3.9355598829946925,1.4259113632434592,5.87364333924626,0.5142713993671854,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
arabian_nights_vol1,Arabian Nights (Vol 1),176048,13883,0.1,6.685634438969337,-235066.90687416188,-0.0007088022539383509,"eml[sub[x,1],eml[x,1]]",0.5325831971549014,True,"eml[mul[x,x],eml[1,x]]",138.15478673444878,3.7579473038222524,1.423090495479619,5.854013791073075,0.516686675492093,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
arabian_nights_vol1,Arabian Nights (Vol 1),176048,13883,1.0,6.685684933730621,-235068.68226996865,-0.0007460366532265894,"eml[sub[x,1],eml[x,1]]",0.5325862594409919,True,"eml[mul[x,x],eml[1,x]]",142.51412631582724,3.6396085883805966,1.42086313795057,5.833353600611474,0.5199436537034343,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
arabian_nights_vol1,Arabian Nights (Vol 1),176048,13883,10.0,6.689140202294788,-235190.16951268475,0.001425168623880757,"sub[sqrt[x],pow[x,x]]",0.5852883125928587,True,"eml[mul[x,x],eml[1,x]]",4999.999379862467,1.4979186316875177,5.999471381050899,4.672195838375713,0.8929353871734728,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
arabian_nights_vol1,Arabian Nights (Vol 1),176048,13883,100.0,6.686817036769962,-235108.48701283184,-0.0007114242690628436,"eml[sub[x,1],eml[x,1]]",0.5534320558893352,True,"eml[mul[x,x],eml[1,x]]",4254.6470296645,1.7607323232678684,3.869460050451324,14.037574686113489,0.8760116222139122,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
aesops_fables,Aesop's Fables,41594,4394,0.01,6.223545777120492,-51437.605847900864,0.001911340737952294,"sub[sqrt[x],pow[x,x]]",0.6279265771874389,True,"eml[mul[x,x],eml[1,x]]",64.86252525131906,4.135808191275837,1.497793619113623,7.457480175089526,0.4974096799273335,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
aesops_fables,Aesop's Fables,41594,4394,0.1,6.223672521709564,-51438.65339192955,0.0008530388300799219,"sub[sqrt[x],pow[x,x]]",0.6231293674103747,True,"eml[mul[x,x],eml[1,x]]",67.66368655193054,3.7818468473994913,1.4935168777842296,7.425022759110032,0.502450170893918,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
aesops_fables,Aesop's Fables,41594,4394,1.0,6.223736768379895,-51439.18439065984,0.0004161018815234119,"sub[sqrt[x],pow[x,x]]",0.6211587276849201,True,"eml[mul[x,x],eml[1,x]]",72.21286403284567,3.621744578874847,1.4907307891223185,7.374263293202964,0.5102075136160507,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
aesops_fables,Aesop's Fables,41594,4394,10.0,6.224407476713551,-51444.7277950375,0.010524845877951577,"sub[pow[x,x],sqrt[x]]",0.4803865765752482,True,"eml[mul[x,x],eml[1,x]]",4393.999496255145,1.5560103649463075,5.608484112859124,6.589895285306677,0.9999999863323948,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
aesops_fables,Aesop's Fables,41594,4394,100.0,6.227058449360711,-51466.638083966274,0.0001586160100709999,"sub[sqrt[x],pow[x,x]]",0.6378661590703807,True,"eml[mul[x,x],eml[1,x]]",2070.062075905286,1.459879271674387,2.074039487743763,23.012081931570926,0.9102692173662682,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
complete_sherlock_holmes,Complete Sherlock Holmes,105863,7817,0.01,6.448903914060531,-135336.6975404743,-0.0006885942178437299,"eml[sub[x,1],eml[x,1]]",0.474305616598103,True,"eml[mul[x,x],eml[1,x]]",106.5906362794159,4.999359334611504,1.4654994318098895,15.139200006684971,0.520857478055553,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
complete_sherlock_holmes,Complete Sherlock Holmes,105863,7817,0.1,6.448979680747697,-135338.28758017116,-0.0007225600870689186,"eml[sub[x,1],eml[x,1]]",0.475811972429653,True,"eml[mul[x,x],eml[1,x]]",106.63895430713255,4.999338690049333,1.467669526074604,15.26555351224729,0.52090803573843,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
complete_sherlock_holmes,Complete Sherlock Holmes,105863,7817,1.0,6.580277809232136,-138093.7101045456,0.8982917915364773,"eml[mul[x,x],eml[1,x]]",1.4048785462440978,True,"mul[mul[x,x],eml[x,1]]",4999.999380424595,2.7190763053345735,5.999468049360332,9.10555647153462,0.9501494575304608,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
complete_sherlock_holmes,Complete Sherlock Holmes,105863,7817,10.0,6.449117286661417,-135341.1753778765,0.00048744348135404403,"sub[sqrt[x],pow[x,x]]",0.47898249347536015,True,"eml[mul[x,x],eml[1,x]]",107.83737851260325,2.607238045962429,1.6434860119654713,3.727044643726484,0.5221547334011327,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
complete_sherlock_holmes,Complete Sherlock Holmes,105863,7817,100.0,6.449045255221423,-135339.66372607677,2.132924288553162e-05,"sub[sqrt[x],pow[x,x]]",0.47534766147425767,True,"eml[mul[x,x],eml[1,x]]",107.78818203884008,2.6102695619191025,1.6429604960128132,3.743608597146222,0.5221038285502378,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
jane_eyre,Jane Eyre,189604,12541,0.01,6.640138072832315,-252053.00110664184,-0.0008761692350548189,"eml[sub[x,1],eml[x,1]]",0.4426656073170723,True,"pow[mul[x,x],eml[1,x]]",83.09476585207187,1.332008145465201,1.878470447187355,3.3437735657626546,0.46837923081263,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
jane_eyre,Jane Eyre,189604,12541,0.1,6.640207647330734,-252055.64208502733,-0.0009059554282722093,"eml[sub[x,1],eml[x,1]]",0.44261279200977544,True,"pow[mul[x,x],eml[1,x]]",82.93346479906769,1.3283356436654548,1.8781158502216477,3.346758608049007,0.4681733278708032,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
jane_eyre,Jane Eyre,189604,12541,1.0,6.640298748131298,-252059.10018031593,-0.00094001193215279,"eml[sub[x,1],eml[x,1]]",0.4427285287498549,True,"pow[mul[x,x],eml[1,x]]",82.80047186027295,1.3241933778429789,1.8781442773879322,3.3440373298869273,0.4680032591747162,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
jane_eyre,Jane Eyre,189604,12541,10.0,6.930154007887527,-263061.71598540264,0.07120019781100578,"mul[sub[x,1],add[x,x]]",0.31511399464518886,True,"pow[mul[x,x],eml[1,x]]",94.86711943878534,1.8681525384219508,1.8785251368283629,53.69364701119213,0.48241958748509833,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
jane_eyre,Jane Eyre,189604,12541,100.0,6.682442126223957,-253658.82066933517,0.0013756232276477265,"eml[log[x],add[1,x]]",0.4417970354995213,True,"pow[mul[x,x],eml[1,x]]",117.98299434304242,1.5873413364631999,2.8017698456316085,26.128866531151647,0.5055274509909813,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
dubliners,Dubliners,69264,7157,0.01,6.517220601713122,-90452.50473117642,-0.0012939269524014918,"eml[sub[x,1],eml[x,1]]",0.6312901040212743,True,"eml[mul[x,x],eml[1,x]]",102.56715300908586,0.3186230189691567,1.3830745841804324,7.684213980520352,0.5216987363956841,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
dubliners,Dubliners,69264,7157,0.1,6.517312160735382,-90453.77547884636,-0.0013285012404734842,"eml[sub[x,1],eml[x,1]]",0.6323145514496633,True,"eml[mul[x,x],eml[1,x]]",102.38967146189331,0.3286614121003644,1.3856678091526002,7.776523610019483,0.5215036121849072,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
dubliners,Dubliners,69264,7157,1.0,6.517381512802062,-90454.7380161798,-0.00135016210694211,"eml[sub[x,1],eml[x,1]]",0.6330038485834617,True,"eml[mul[x,x],eml[1,x]]",102.46677379840497,0.33348285330882327,1.3877543988326295,7.862434474639033,0.521588420445459,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
dubliners,Dubliners,69264,7157,10.0,6.517437408351043,-90455.51379050412,-0.001364899097528044,"eml[sub[x,1],eml[x,1]]",0.6335448176513673,True,"eml[mul[x,x],eml[1,x]]",102.53668720904344,0.3369053604484712,1.3895270558212143,7.941954877517661,0.5216652661402155,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
dubliners,Dubliners,69264,7157,100.0,6.5174894421934875,-90456.23596820341,-0.0013776380380637332,"eml[sub[x,1],eml[x,1]]",0.6340263395275416,True,"eml[mul[x,x],eml[1,x]]",102.60456405638918,0.340311901143968,1.3911918760486313,8.019294275632834,0.5217398232229787,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
the_iliad,The Iliad,194969,12300,0.01,6.8804239183336975,-268673.67358701257,0.041475640420214926,"eml[neg[x],add[x,x]]",0.3550633366601156,True,"pow[mul[x,x],eml[1,x]]",135.17903528953306,0.050000000254746796,1.366441854166466,8.837598562768761,0.521016816942495,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
the_iliad,The Iliad,194969,12300,0.1,6.87809158265459,-268582.5982110791,0.00038185232342388686,"eml[sub[x,1],eml[x,1]]",0.37426737489109707,True,"pow[mul[x,x],eml[1,x]]",144.96720059161447,0.4520555613214515,1.4225607499485664,10.537251939248678,0.5284400722262136,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
the_iliad,The Iliad,194969,12300,1.0,6.878081399898542,-268582.20058463817,0.0003141763127353092,"eml[sub[x,1],eml[x,1]]",0.3758586486448907,True,"pow[mul[x,x],eml[1,x]]",145.65732890530788,0.4671214206540302,1.429434388648647,10.986600564198344,0.5289443844203229,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
the_iliad,The Iliad,194969,12300,10.0,6.878062466944764,-268581.46127172606,0.0002743432542522406,"eml[sub[x,1],eml[x,1]]",0.37681135915383257,True,"pow[mul[x,x],eml[1,x]]",145.67078264648174,0.485391126931261,1.4351965086135294,11.432783786699467,0.5289541919978489,True,Optimization terminated successfully.,results/zipf_hybrid_mechpenalty/summary.json
